pos	country_code	source	date	country_code3	region	variable	value	sdr_id	sdr_name	sdr_level
2158	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"negative rate for corpses"	0	149745	"Western Area Urban"	ADM2
2159	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"negative rate for corpses"	0	149746	"Western Area Rural"	ADM2
2160		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total samples taken (Lab)"	0	0		
2161		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total samples taken (Lab)"	0	0		
2162		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total samples taken (Lab)"	0	0		
2163		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total samples taken (Lab)"	0	0		
2164		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total samples taken (Lab)"	0	0		
2165		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total samples taken (Lab)"	0	0		
2166		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total samples taken (Lab)"	0	0		
2167		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total samples taken (Lab)"	0	0		
2168		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total samples taken (Lab)"	0	0		
2169		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total samples taken (Lab)"	0	0		
2170		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total samples taken (Lab)"	0	0		
2171		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total samples taken (Lab)"	0	0		
2172		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total samples taken (Lab)"	0	0		
2173		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"total samples taken (Lab)"	0	0		
2174		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"total samples taken (Lab)"	0	0		
2175		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"total samples taken (Lab)"	0	0		
2176		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total samples pending (Lab)"	0	0		
2177		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total samples pending (Lab)"	0	0		
2178		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total samples pending (Lab)"	0	0		
2179		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total samples pending (Lab)"	0	0		
2180		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total samples pending (Lab)"	0	0		
2181		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total samples pending (Lab)"	0	0		
2182		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total samples pending (Lab)"	0	0		
2183		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total samples pending (Lab)"	0	0		
2184		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total samples pending (Lab)"	0	0		
2185		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total samples pending (Lab)"	0	0		
2186		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total samples pending (Lab)"	0	0		
2187		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total samples pending (Lab)"	0	0		
2188		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total samples pending (Lab)"	0	0		
2189		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"total samples pending (Lab)"	0	0		
2190		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"total samples pending (Lab)"	0	0		
2191		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"total samples pending (Lab)"	0	0		
2192		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total samples analysed (Lab)"	73	0		
2193		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total samples analysed (Lab)"	0	0		
2194		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total samples analysed (Lab)"	0	0		
2195		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total samples analysed (Lab)"	0	0		
2196		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total samples analysed (Lab)"	0	0		
2197		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total samples analysed (Lab)"	0	0		
2198		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total samples analysed (Lab)"	0	0		
2199		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total samples analysed (Lab)"	0	0		
2200		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total samples analysed (Lab)"	0	0		
2201		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total samples analysed (Lab)"	0	0		
2202		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total samples analysed (Lab)"	0	0		
2203		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total samples analysed (Lab)"	0	0		
2204		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total samples analysed (Lab)"	0	0		
2205		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"total samples analysed (Lab)"	0	0		
2206		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"total samples analysed (Lab)"	0	0		
2207		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"total samples analysed (Lab)"	0	0		
2208		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total new deaths"	14	0		
2209		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total new deaths"	1	0		
2210		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total new deaths"	0	0		
2211		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total new deaths"	1	0		
2212		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total new deaths"	0	0		
2213		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total new deaths"	0	0		
2214		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total new deaths"	1	0		
2215		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total new deaths"	0	0		
2216		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total new deaths"	1	0		
2217		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total new deaths"	1	0		
2218		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total new deaths"	0	0		
2219		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total new deaths"	7	0		
2220		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total new deaths"	0	0		
2221		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"total new deaths"	0	0		
2222		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"total new deaths"	2	0		
2223		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"total new deaths"	0	0		
2224		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"cumulative deaths confirmed"	0	0		
2225		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"cumulative deaths confirmed"	0	0		
2226		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"cumulative deaths confirmed"	0	0		
2227		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"cumulative deaths confirmed"	0	0		
2228		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"cumulative deaths confirmed"	0	0		
2229		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"cumulative deaths confirmed"	0	0		
2230		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"cumulative deaths confirmed"	0	0		
2231		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"cumulative deaths confirmed"	0	0		
2232		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"cumulative deaths confirmed"	0	0		
2233		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"cumulative deaths confirmed"	0	0		
2234		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"cumulative deaths confirmed"	0	0		
2235		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"cumulative deaths confirmed"	0	0		
2236		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"cumulative deaths confirmed"	0	0		
2237		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"cumulative deaths confirmed"	0	0		
2238		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"cumulative deaths confirmed"	0	0		
2239		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"cumulative deaths confirmed"	0	0		
2240		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"cumulative deaths probable"	0	0		
2241		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"cumulative deaths probable"	0	0		
2242		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"cumulative deaths probable"	0	0		
2243		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"cumulative deaths probable"	0	0		
2244		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"cumulative deaths probable"	0	0		
2245		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"cumulative deaths probable"	0	0		
2246		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"cumulative deaths probable"	0	0		
2247		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"cumulative deaths probable"	0	0		
2248		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"cumulative deaths probable"	0	0		
2249		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"cumulative deaths probable"	0	0		
2250		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"cumulative deaths probable"	0	0		
2251		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"cumulative deaths probable"	0	0		
2252		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"cumulative deaths probable"	0	0		
2253		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"cumulative deaths probable"	0	0		
2254		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"cumulative deaths probable"	0	0		
2255		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"cumulative deaths probable"	0	0		
2256		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"cumulative deaths suspected"	0	0		
2257		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"cumulative deaths suspected"	0	0		
2258		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"cumulative deaths suspected"	0	0		
2259		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"cumulative deaths suspected"	0	0		
2260		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"cumulative deaths suspected"	0	0		
2261		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"cumulative deaths suspected"	0	0		
2262		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"cumulative deaths suspected"	0	0		
2263		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"cumulative deaths suspected"	0	0		
2264		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"cumulative deaths suspected"	0	0		
2265		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"cumulative deaths suspected"	0	0		
2266		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"cumulative deaths suspected"	0	0		
2267		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"cumulative deaths suspected"	0	0		
2268		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"cumulative deaths suspected"	0	0		
2269		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"cumulative deaths suspected"	0	0		
2270		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"cumulative deaths suspected"	0	0		
2271		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"cumulative deaths suspected"	0	0		
2272		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total cumulative deaths"	0	0		
2273		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total cumulative deaths"	0	0		
2274		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total cumulative deaths"	0	0		
2275		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total cumulative deaths"	0	0		
2276		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total cumulative deaths"	0	0		
2277		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total cumulative deaths"	0	0		
2278		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total cumulative deaths"	0	0		
2279		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total cumulative deaths"	0	0		
2280		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total cumulative deaths"	0	0		
2281		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total cumulative deaths"	0	0		
2282		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total cumulative deaths"	0	0		
2283		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total cumulative deaths"	0	0		
2284		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total cumulative deaths"	0	0		
2285		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"total cumulative deaths"	0	0		
2286		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"total cumulative deaths"	0	0		
2287		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"total cumulative deaths"	0	0		
2288		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"case fatality rate"	0	0		
2289		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"case fatality rate"	0	0		
2290		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"case fatality rate"	0	0		
2291		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"case fatality rate"	0	0		
2292		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"case fatality rate"	0	0		
2293		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"case fatality rate"	0	0		
2294		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"case fatality rate"	0	0		
2295		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"case fatality rate"	0	0		
2296		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"case fatality rate"	0	0		
2297		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"case fatality rate"	0	0		
2298		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"case fatality rate"	0	0		
2299		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"case fatality rate"	0	0		
2300		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"case fatality rate"	0	0		
2301		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"case fatality rate"	0	0		
2302		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"case fatality rate"	0	0		
2303		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"case fatality rate"	0	0		
2304		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"new contacts"	189	0		
2305		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"new contacts"	0	0		
2306		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"new contacts"	0	0		
2307		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"new contacts"	0	0		
2308		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"new contacts"	5	0		
2309		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"new contacts"	0	0		
2310		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"new contacts"	0	0		
2311		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"new contacts"	0	0		
2312		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"new contacts"	32	0		
2313		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"new contacts"	55	0		
2314		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"new contacts"	0	0		
2315		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"new contacts"	97	0		
2316		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"new contacts"	0	0		
2317		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"River Gee"	"new contacts"	0	0		
2318		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"RiverCess County"	"new contacts"	0	0		
2319		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	Sinoe	"new contacts"	0	0		
2320		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	National	"total contacts listed"	0	0		
2321		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bomi County"	"total contacts listed"	0	0		
2322		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Bong County"	"total contacts listed"	0	0		
2323		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Gbarpolu County"	"total contacts listed"	0	0		
2324		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Bassa"	"total contacts listed"	0	0		
2325		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Cape Mount"	"total contacts listed"	0	0		
2326		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Gedeh"	"total contacts listed"	0	0		
2327		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Grand Kru"	"total contacts listed"	0	0		
2328		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Lofa County"	"total contacts listed"	0	0		
2329		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Margibi County"	"total contacts listed"	0	0		
2330		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Maryland County"	"total contacts listed"	0	0		
2331		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Montserrado County"	"total contacts listed"	0	0		
2332		"Ministry of Health & Social Welfare - No. 177"	11/8/14	LIB	"Nimba County"	"total contacts listed"	0	0		
